movieId,title,genres,year,genre_list,poster_url,overview,tmdb_release_date,metadata_source
91266,Another Cinderella Story (2008),Children|Comedy|Musical|Romance,2008.0,"['Children', 'Comedy', 'Musical', 'Romance']",,,,movielens
91268,"Plough and the Stars, The (1936)",Drama,1936.0,['Drama'],,,,movielens
91271,Miracle at Oxford (True Blue) (1996),Drama,1996.0,['Drama'],,,,movielens
91273,Bunraku (2010),Action|Drama|Fantasy,2010.0,"['Action', 'Drama', 'Fantasy']",,,,movielens
91284,"Lonely Passion of Judith Hearne, The (1987)",Drama|Romance,1987.0,"['Drama', 'Romance']",,,,movielens
91286,"Little Colonel, The (1935)",Children|Comedy|Crime|Drama,1935.0,"['Children', 'Comedy', 'Crime', 'Drama']",,,,movielens
91290,Sarah's Key (Elle s'appelait Sarah) (2010),Drama,2010.0,['Drama'],,,,movielens
91298,Bigga Than Ben (2008),Crime|Drama,2008.0,"['Crime', 'Drama']",,,,movielens
91302,"Tree, The (2010)",Children|Drama,2010.0,"['Children', 'Drama']",,,,movielens
91304,Xtro (1983),Horror|Sci-Fi,1983.0,"['Horror', 'Sci-Fi']",,,,movielens
91306,Waiting for Happiness (Heremakono) (2002),Drama,2002.0,['Drama'],,,,movielens
91309,Applause (Applaus) (2009),Drama,2009.0,['Drama'],,,,movielens
91323,"Sitter, The (2011)",Comedy,2011.0,['Comedy'],,,,movielens
91325,Extremely Loud and Incredibly Close (2011),Drama,2011.0,['Drama'],,,,movielens
91331,Terror on a Train (Time Bomb) (1953),Thriller,1953.0,['Thriller'],,,,movielens
91333,Hanussen (1988),Drama,1988.0,['Drama'],,,,movielens
91335,"Gruffalo, The (2009)",Adventure|Animation|Children|Comedy|Drama,2009.0,"['Adventure', 'Animation', 'Children', 'Comedy', 'Drama']",,,,movielens
91337,Play the Game (2009),Comedy|Romance,2009.0,"['Comedy', 'Romance']",,,,movielens
91339,"12 Dogs of Christmas, The (2005)",Children,2005.0,['Children'],,,,movielens
91351,Asterix and the Big Fight (Astérix et le coup du menhir) (1989),Adventure|Animation|Children|Comedy,1989.0,"['Adventure', 'Animation', 'Children', 'Comedy']",,,,movielens
91353,Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens) (1994),Adventure|Animation|Children|Comedy,1994.0,"['Adventure', 'Animation', 'Children', 'Comedy']",,,,movielens
91355,Asterix and the Vikings (Astérix et les Vikings) (2006),Adventure|Animation|Children|Comedy|Fantasy,2006.0,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']",,,,movielens
91360,Sing Your Song (2011),Documentary,2011.0,['Documentary'],,,,movielens
91362,Rings on Her Fingers (1942),Comedy|Romance,1942.0,"['Comedy', 'Romance']",,,,movielens
91371,Rampart (2011),Action|Crime|Drama|Thriller,2011.0,"['Action', 'Crime', 'Drama', 'Thriller']",,,,movielens
91386,Happy Feet Two (2011),Animation|Children|Comedy|IMAX,2011.0,"['Animation', 'Children', 'Comedy', 'IMAX']",,,,movielens
91388,Angel (1982),Drama,1982.0,['Drama'],,,,movielens
91391,HealtH (1980),Comedy,1980.0,['Comedy'],,,,movielens
91393,L'amore (1948),Drama,1948.0,['Drama'],,,,movielens
91395,That Cold Day in the Park (1969),Drama,1969.0,['Drama'],,,,movielens
91414,Arthur Christmas (2011),Animation|Children|Comedy|Drama,2011.0,"['Animation', 'Children', 'Comedy', 'Drama']",,,,movielens
91416,Miss Bala (2011),Action|Adventure|Drama|Thriller,2011.0,"['Action', 'Adventure', 'Drama', 'Thriller']",,,,movielens
91419,Wind Across the Everglades (1958),Drama|Romance,1958.0,"['Drama', 'Romance']",,,,movielens
91421,Red Line 7000 (1965),Action|Drama,1965.0,"['Action', 'Drama']",,,,movielens
91423,99 and 44/100% Dead (1974),Action|Adventure|Comedy|Crime,1974.0,"['Action', 'Adventure', 'Comedy', 'Crime']",,,,movielens
91425,"Suspect, The (1944)",Drama|Thriller,1944.0,"['Drama', 'Thriller']",,,,movielens
91442,"Midsummer Night's Dream, A (1968)",Comedy|Fantasy|Romance,1968.0,"['Comedy', 'Fantasy', 'Romance']",,,,movielens
91444,Getting to Know You (1999),Comedy|Drama,1999.0,"['Comedy', 'Drama']",,,,movielens
91446,Run for Cover (1955),Western,1955.0,['Western'],,,,movielens
91450,"Perfect Game, The (2009)",Drama,2009.0,['Drama'],,,,movielens
91474,Flypaper (2011),Comedy|Crime,2011.0,"['Comedy', 'Crime']",,,,movielens
91483,Bullet to the Head (2012),Action|Crime|Film-Noir,2012.0,"['Action', 'Crime', 'Film-Noir']",,,,movielens
91485,"Expendables 2, The (2012)",Action|Adventure,2012.0,"['Action', 'Adventure']",,,,movielens
91488,"Snowman, The (1982)",Animation|Children|Musical,1982.0,"['Animation', 'Children', 'Musical']",,,,movielens
91492,Bathing Beauty (1944),Comedy|Musical,1944.0,"['Comedy', 'Musical']",,,,movielens
91494,What Price Glory (1926),Comedy|Drama|War,1926.0,"['Comedy', 'Drama', 'War']",,,,movielens
91500,The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller,2012.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']",,,,movielens
91503,Blind Justice (Hævnens nat) (1916),Drama|Mystery|Thriller,1916.0,"['Drama', 'Mystery', 'Thriller']",,,,movielens
91505,Clone (Womb) (2010),Drama|Romance|Sci-Fi,2010.0,"['Drama', 'Romance', 'Sci-Fi']",,,,movielens
91509,Fire of Conscience (For lung) (2010),Action|Crime|Mystery|Thriller,2010.0,"['Action', 'Crime', 'Mystery', 'Thriller']",,,,movielens
91511,"Goddess, The (Shen nu) (1934)",Drama,1934.0,['Drama'],,,,movielens
91513,Intimate Lighting (Intimni osvetleni) (1965),Comedy|Drama,1965.0,"['Comedy', 'Drama']",,,,movielens
91515,Sweeney Todd: The Demon Barber of Fleet Street (1936),Crime|Horror,1936.0,"['Crime', 'Horror']",,,,movielens
91517,"Death King, The (Der Todesking) (1990)",Drama|Horror,1990.0,"['Drama', 'Horror']",,,,movielens
91529,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX,2012.0,"['Action', 'Adventure', 'Crime', 'IMAX']",,,,movielens
91531,Hovering Over the Water (À Flor do Mar) (1986),Drama|Romance,1986.0,"['Drama', 'Romance']",,,,movielens
91533,Dacii (1967),Drama|War,1967.0,"['Drama', 'War']",,,,movielens
91535,"Bourne Legacy, The (2012)",Action|Adventure|Drama|Thriller|IMAX,2012.0,"['Action', 'Adventure', 'Drama', 'Thriller', 'IMAX']",,,,movielens
91537,"Don't Worry, I'm Fine (Je vais bien, ne t'en fais pas) (2006)",Drama,2006.0,['Drama'],,,,movielens
91540,I Melt with You (2011),Drama,2011.0,['Drama'],,,,movielens
91542,Sherlock Holmes: A Game of Shadows (2011),Action|Adventure|Comedy|Crime|Mystery|Thriller,2011.0,"['Action', 'Adventure', 'Comedy', 'Crime', 'Mystery', 'Thriller']",,,,movielens
91548,Life in a Day (2011),Documentary|Drama,2011.0,"['Documentary', 'Drama']",,,,movielens
91554,Evidence of Blood (1998),Crime|Drama|Mystery|Thriller,1998.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",,,,movielens
91556,"Cost of Living, The (Le coût de la vie) (2003)",Comedy,2003.0,['Comedy'],,,,movielens
91558,Flamenco (de Carlos Saura) (1995),Musical,1995.0,['Musical'],,,,movielens
91560,"Funny Man, A (Dirch) (2011)",Drama,2011.0,['Drama'],,,,movielens
91562,Judex (1916),Adventure,1916.0,['Adventure'],,,,movielens
91564,Wild Animals (Yasaeng dongmul bohoguyeog) (1997),Crime|Drama,1997.0,"['Crime', 'Drama']",,,,movielens
91566,Sasayaki (a.k.a. Moonlight Whispers) (Gekkô no sasayaki) (1999),Drama|Romance,1999.0,"['Drama', 'Romance']",,,,movielens
91571,Coriolanus (2011),Drama|Thriller,2011.0,"['Drama', 'Thriller']",,,,movielens
91573,Americano (2011),Drama,2011.0,['Drama'],,,,movielens
91582,Stagecoach (1966),Western,1966.0,['Western'],,,,movielens
91586,Angelus (2000),Comedy|Drama,2000.0,"['Comedy', 'Drama']",,,,movielens
91589,"Forty-first, The (Sorok pervyy) (1956)",Drama|Romance|War,1956.0,"['Drama', 'Romance', 'War']",,,,movielens
91591,Macon County Line (1974),Action|Drama,1974.0,"['Action', 'Drama']",,,,movielens
91593,Gitmek: My Marlon and Brando (Gitmek: Benim Marlon ve Brandom) (2008),Drama|Romance|War,2008.0,"['Drama', 'Romance', 'War']",,,,movielens
91595,Prom Night in Mississippi (2009),Documentary,2009.0,['Documentary'],,,,movielens
91597,This Is Not a Film (In film nist) (2011),Documentary,2011.0,['Documentary'],,,,movielens
91599,Carmen Comes Home (Karumen kokyo ni kaeru) (1951),Comedy,1951.0,['Comedy'],,,,movielens
91601,Outside Satan (Hors Satan) (2011),Drama,2011.0,['Drama'],,,,movielens
91603,"Student, The (El estudiante) (2011)",Drama,2011.0,['Drama'],,,,movielens
91605,Shit Year (2010),Drama,2010.0,['Drama'],,,,movielens
91610,Toronto Stories (2008),Drama,2008.0,['Drama'],,,,movielens
91612,Backstage (2005),Drama,2005.0,['Drama'],,,,movielens
91615,Better Things (2008),Drama,2008.0,['Drama'],,,,movielens
91617,"New Life, A (La vie nouvelle) (2002)",Drama,2002.0,['Drama'],,,,movielens
91619,"Why Are the Bells Ringing, Mitica? (a.k.a. Carnival Scenes) (De ce trag clopotele, Mitica?) (1981)",Comedy,1981.0,['Comedy'],,,,movielens
91622,Young Adult (2011),Comedy|Drama,2011.0,"['Comedy', 'Drama']",,,,movielens
91624,Mr Bones 2: Back from the Past (2008),Comedy,2008.0,['Comedy'],,,,movielens
91626,Faces in the Crowd (2011),Crime|Drama|Mystery,2011.0,"['Crime', 'Drama', 'Mystery']",,,,movielens
91628,New Year's Eve (2011),Comedy|Romance,2011.0,"['Comedy', 'Romance']",,,,movielens
91630,Mission: Impossible - Ghost Protocol (2011),Action|Adventure|Thriller|IMAX,2011.0,"['Action', 'Adventure', 'Thriller', 'IMAX']",,,,movielens
91632,G.I. Joe: A Real American Hero (G.I. Joe: The MASS Device) (1983),Action|Animation,1983.0,"['Action', 'Animation']",,,,movielens
91634,G.I. Joe: The Revenge of Cobra (1984),Action|Animation,1984.0,"['Action', 'Animation']",,,,movielens
91653,We Bought a Zoo (2011),Comedy|Drama,2011.0,"['Comedy', 'Drama']",,,,movielens
91655,April in Paris (1952),Comedy|Musical|Romance,1952.0,"['Comedy', 'Musical', 'Romance']",,,,movielens
91658,"Girl with the Dragon Tattoo, The (2011)",Drama|Thriller,2011.0,"['Drama', 'Thriller']",,,,movielens
91660,"Darkest Hour, The (2011)",Action|Horror|Sci-Fi|Thriller,2011.0,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",,,,movielens
91662,Jim (2010),Drama,2010.0,['Drama'],,,,movielens
91664,Picture Me: A Model's Diary (2009),Documentary,2009.0,['Documentary'],,,,movielens
91666,Last Holiday (1950),Comedy|Drama|Romance,1950.0,"['Comedy', 'Drama', 'Romance']",,,,movielens
91671,Alvin and the Chipmunks: Chipwrecked (2011),Animation|Comedy,2011.0,"['Animation', 'Comedy']",,,,movielens
91673,Albert Nobbs (2011),Drama,2011.0,['Drama'],,,,movielens
91681,"Julia's Eyes (Ojos de Julia, Los) (2010)",Horror|Thriller,2010.0,"['Horror', 'Thriller']",,,,movielens
91683,Metrobranding (2010),Documentary,2010.0,['Documentary'],,,,movielens
91688,Salvation Boulevard (2011),Comedy|Thriller,2011.0,"['Comedy', 'Thriller']",,,,movielens
91690,Friends with Kids (2011),Comedy,2011.0,['Comedy'],,,,movielens
91692,"Girl in the Red Velvet Swing, The (1955)",Crime|Drama|Romance,1955.0,"['Crime', 'Drama', 'Romance']",,,,movielens
91694,Intruders (2011),Horror|Thriller,2011.0,"['Horror', 'Thriller']",,,,movielens
91697,Pitfall (1948),Film-Noir,1948.0,['Film-Noir'],,,,movielens
91707,In the Land of Blood and Honey (2011),Drama|Romance|War,2011.0,"['Drama', 'Romance', 'War']",,,,movielens
91709,Kongo (1932),Drama|Horror,1932.0,"['Drama', 'Horror']",,,,movielens
91711,Shockproof (1949),Crime|Drama|Film-Noir,1949.0,"['Crime', 'Drama', 'Film-Noir']",,,,movielens
91713,Boy Meets Girl (1938),Comedy,1938.0,['Comedy'],,,,movielens
91715,Model Shop (1969),Drama,1969.0,['Drama'],,,,movielens
91718,Broken Lullaby (1932),Drama,1932.0,['Drama'],,,,movielens
91727,"Toast of New York, The (1937)",Comedy|Drama|War,1937.0,"['Comedy', 'Drama', 'War']",,,,movielens
91729,Texas (1941),Drama|Romance|Western,1941.0,"['Drama', 'Romance', 'Western']",,,,movielens
91741,Peas at 5:30 (Erbsen auf halb 6) (2004),Comedy|Drama|Romance,2004.0,"['Comedy', 'Drama', 'Romance']",,,,movielens
91743,Today's Special (2009),Comedy,2009.0,['Comedy'],,,,movielens
91745,Brutal Beauty: Tales of the Rose City Rollers (2010),Documentary,2010.0,['Documentary'],,,,movielens
91747,G.I. Joe: Operation Dragonfire (1989),Action|Animation,1989.0,"['Action', 'Animation']",,,,movielens
91749,Sophie's Revenge (Fei chang wan mei) (2009),Comedy|Romance,2009.0,"['Comedy', 'Romance']",,,,movielens
91755,Reagan (2011),Documentary,2011.0,['Documentary'],,,,movielens
91762,"Last Lions, The (2011)",Documentary,2011.0,['Documentary'],,,,movielens
91766,Machine Gun McCain (Gli intoccabili) (1969),Crime|Drama|Thriller,1969.0,"['Crime', 'Drama', 'Thriller']",,,,movielens
91768,"Outside Man, The (Un homme est mort) (1972)",Action|Crime|Drama|Thriller,1972.0,"['Action', 'Crime', 'Drama', 'Thriller']",,,,movielens
91770,Private Hell 36 (1954),Crime|Drama|Film-Noir,1954.0,"['Crime', 'Drama', 'Film-Noir']",,,,movielens
91782,Territories (2010) ,Crime|Horror,2010.0,"['Crime', 'Horror']",,,,movielens
91784,Girl Walks Into a Bar (2011),Comedy|Drama|Fantasy,2011.0,"['Comedy', 'Drama', 'Fantasy']",,,,movielens
91786,Professor Layton and the Eternal Diva (Eiga Reiton-kyôju to eien no utahime) (2009),Action|Adventure|Animation|Mystery|Sci-Fi,2009.0,"['Action', 'Adventure', 'Animation', 'Mystery', 'Sci-Fi']",,,,movielens
91789,Bringing Up Bobby (2011),Comedy,2011.0,['Comedy'],,,,movielens
91793,"Painting Sellers, The (Taulukauppiaat) (2010)",Drama,2010.0,['Drama'],,,,movielens
91797,"Chapman Report, The (1962)",Comedy|Drama|Romance,1962.0,"['Comedy', 'Drama', 'Romance']",,,,movielens
91799,Skyscraper Souls (1932),Drama|Romance,1932.0,"['Drama', 'Romance']",,,,movielens
91805,Ladies vs. Ricky Bahl (2011),Comedy|Drama,2011.0,"['Comedy', 'Drama']",,,,movielens
91808,Pariah (2011),Drama,2011.0,['Drama'],,,,movielens
91821,"Muppet Family Christmas, A (1987)",Children|Comedy|Musical,1987.0,"['Children', 'Comedy', 'Musical']",,,,movielens
91823,Kung Fu Panda Holiday Special (2010),Animation|Children|Comedy,2010.0,"['Animation', 'Children', 'Comedy']",,,,movielens
91826,Tanner Hall (2009),Drama,2009.0,['Drama'],,,,movielens
91829,Newlyweds (2011),Drama,2011.0,['Drama'],,,,movielens
91831,"Devil Inside, The (2012)",Horror|Thriller,2012.0,"['Horror', 'Thriller']",,,,movielens
91834,Born to Race (2011),Action,2011.0,['Action'],,,,movielens
91840,Roadie (2011),Comedy|Drama,2011.0,"['Comedy', 'Drama']",,,,movielens
91842,Contraband (2012),Action|Crime|Drama|Thriller,2012.0,"['Action', 'Crime', 'Drama', 'Thriller']",,,,movielens
91844,Chak De India! (2007),Drama,2007.0,['Drama'],,,,movielens
91852,"Métamorphose des cloportes, La (1965)",Comedy|Crime,1965.0,"['Comedy', 'Crime']",,,,movielens
91854,Mantrap (1926),Comedy,1926.0,['Comedy'],,,,movielens
91858,"Cow, The (Gaav) (1969)",Drama,1969.0,['Drama'],,,,movielens
91860,"Way South, The (De weg naar het zuiden) (1981)",Documentary,1981.0,['Documentary'],,,,movielens
91862,Local Color (1977),Drama,1977.0,['Drama'],,,,movielens
91866,Beneath the Darkness (2011),Thriller,2011.0,['Thriller'],,,,movielens
91869,Being Elmo: A Puppeteer's Journey (2011),Documentary,2011.0,['Documentary'],,,,movielens
91871,Idol of the Crowds (1937),Drama|Romance,1937.0,"['Drama', 'Romance']",,,,movielens
91873,Joyful Noise (2012),Comedy|Musical,2012.0,"['Comedy', 'Musical']",,,,movielens
91880,My Best Enemy (Mi mejor enemigo) (2005),Drama|War,2005.0,"['Drama', 'War']",,,,movielens
91882,To Die Like a Man (Morrer Como Um Homem) (2009),Drama|Fantasy|Musical,2009.0,"['Drama', 'Fantasy', 'Musical']",,,,movielens
91884,"Sea Gull, The (1968)",Drama|Romance,1968.0,"['Drama', 'Romance']",,,,movielens
91886,Dolphin Tale (2011),Children|Drama,2011.0,"['Children', 'Drama']",,,,movielens
91888,Chico & Rita (2010),Animation|Musical|Romance,2010.0,"['Animation', 'Musical', 'Romance']",,,,movielens
91890,"Iron Lady, The (2011)",Drama,2011.0,['Drama'],,,,movielens
91894,Happy Tears (2009),Comedy|Drama,2009.0,"['Comedy', 'Drama']",,,,movielens
91896,"Golden Boys, The (2008)",Comedy|Romance,2008.0,"['Comedy', 'Romance']",,,,movielens
91902,Elena (2011),Drama,2011.0,['Drama'],,,,movielens
91904,"House Built on Water, A (Khanei ruye ab) (2003)",Thriller,2003.0,['Thriller'],,,,movielens
91906,Aurora (2010),Drama,2010.0,['Drama'],,,,movielens
91908,Psyhi vathia (a.k.a. Deep Soul) (2009),Drama|War,2009.0,"['Drama', 'War']",,,,movielens
91911,"Conquest, The (La conquête) (2011)",Drama,2011.0,['Drama'],,,,movielens
91914,Mad Bastards (2010),Drama,2010.0,['Drama'],,,,movielens
91919,Mr. Bug Goes to Town (1941),Animation|Children|Comedy|Fantasy|Musical,1941.0,"['Animation', 'Children', 'Comedy', 'Fantasy', 'Musical']",,,,movielens
91921,"Construction, The (En construcción) (2001)",Documentary,2001.0,['Documentary'],,,,movielens
91924,"Wild Bees, The (Divoké vcely) (2001)",Comedy|Drama,2001.0,"['Comedy', 'Drama']",,,,movielens
91927,"End of the Line, The (2009)",Documentary,2009.0,['Documentary'],,,,movielens
91929,Nostalgia for the Light (Nostalgia de la luz) (2010),Documentary|Drama,2010.0,"['Documentary', 'Drama']",,,,movielens
91931,Surrogate Valentine (2011),Comedy,2011.0,['Comedy'],,,,movielens
91933,Top Floor Left Wing (Dernier étage gauche gauche) (2010),Action|Comedy|Drama,2010.0,"['Action', 'Comedy', 'Drama']",,,,movielens
91935,Albatross (2011),Drama,2011.0,['Drama'],,,,movielens
91937,Loosies (2012),Comedy|Drama|Romance,2012.0,"['Comedy', 'Drama', 'Romance']",,,,movielens
91947,"Revenant, The (2009)",Comedy|Horror,2009.0,"['Comedy', 'Horror']",,,,movielens
91952,"Mill and the Cross, The (2011)",Drama,2011.0,['Drama'],,,,movielens
91954,One Trick Pony (1980),Drama,1980.0,['Drama'],,,,movielens
91957,Cat Run (2011),Action|Comedy,2011.0,"['Action', 'Comedy']",,,,movielens
91960,"Magic Christmas Tree, The (1964)",Children|Comedy|Fantasy,1964.0,"['Children', 'Comedy', 'Fantasy']",,,,movielens
91970,The Man Next Door (2009),Comedy|Drama,2009.0,"['Comedy', 'Drama']",,,,movielens
91972,"Divide, The (2011)",Thriller,2011.0,['Thriller'],,,,movielens
91974,Underworld: Awakening (2012),Action|Fantasy|Horror|IMAX,2012.0,"['Action', 'Fantasy', 'Horror', 'IMAX']",,,,movielens
91976,"Grey, The (2012)",Action|Drama,2012.0,"['Action', 'Drama']",,,,movielens
91978,Man on a Ledge (2012),Crime|Thriller,2012.0,"['Crime', 'Thriller']",,,,movielens
91981,Sacrifice (Zhao shi gu er) (2010),Drama,2010.0,['Drama'],,,,movielens
91983,"Hustlers, The (Veijarit) (2010)",Comedy|Drama,2010.0,"['Comedy', 'Drama']",,,,movielens
91991,First Family (1980),Comedy,1980.0,['Comedy'],,,,movielens
91993,All Night Long (1962),Drama,1962.0,['Drama'],,,,movielens
91995,Gorilla at Large (1954),Mystery|Thriller,1954.0,"['Mystery', 'Thriller']",,,,movielens
91997,"Garden of Eden, The (2008)",Drama,2008.0,['Drama'],,,,movielens
92001,Time Without Pity (1957),Crime|Drama|Mystery,1957.0,"['Crime', 'Drama', 'Mystery']",,,,movielens
92004,Chill Out! (Descongélate!) (2003),Comedy|Drama,2003.0,"['Comedy', 'Drama']",,,,movielens
92006,White Irish Drinkers (2010),Drama,2010.0,['Drama'],,,,movielens
92008,Haywire (2011),Action|Thriller,2011.0,"['Action', 'Thriller']",,,,movielens
92010,Case départ (2011),Comedy,2011.0,['Comedy'],,,,movielens
92023,"Las Vegas Story, The (1952)",Crime|Drama|Film-Noir,1952.0,"['Crime', 'Drama', 'Film-Noir']",,,,movielens
92025,My Man and I (1952),Drama,1952.0,['Drama'],,,,movielens
92027,Secrets (1933),Western,1933.0,['Western'],,,,movielens
92029,Westbound (1959),Western,1959.0,['Western'],,,,movielens
92032,"Don Is Dead, The (1973)",Action|Crime|Drama|Thriller,1973.0,"['Action', 'Crime', 'Drama', 'Thriller']",,,,movielens
92046,Contact High (2009),Comedy,2009.0,['Comedy'],,,,movielens
92048,"Whistleblower, The (2010)",Drama|Thriller,2010.0,"['Drama', 'Thriller']",,,,movielens
92058,"Human Centipede II (Full Sequence), The (2011)",Horror,2011.0,['Horror'],,,,movielens
92062,Dad Savage (1998),Crime|Thriller,1998.0,"['Crime', 'Thriller']",,,,movielens
92064,You and Me (1938),Crime|Romance,1938.0,"['Crime', 'Romance']",,,,movielens
92079,"Nazis: A Warning from History, The (1997)",Documentary|War,1997.0,"['Documentary', 'War']",,,,movielens
92083,Zen (2009),Drama,2009.0,['Drama'],,,,movielens
92085,King of Beggars (Mo jong yuen So Hat-Yi) (1992),Action|Comedy|Drama,1992.0,"['Action', 'Comedy', 'Drama']",,,,movielens
92087,"Light Touch, The (1952)",Crime|Drama,1952.0,"['Crime', 'Drama']",,,,movielens
92094,Einstein and Eddington (2008),Drama,2008.0,['Drama'],,,,movielens
92096,14 Blades (Jin yi wei) (2010),Action|Drama,2010.0,"['Action', 'Drama']",,,,movielens
92099,"Locals, The (2003)",Horror|Thriller,2003.0,"['Horror', 'Thriller']",,,,movielens
92102,"Buona Sera, Mrs. Campbell (1968)",Comedy,1968.0,['Comedy'],,,,movielens
92104,40 Pounds of Trouble (1962),Comedy,1962.0,['Comedy'],,,,movielens
92106,My Future Boyfriend (2011),Comedy|Romance|Sci-Fi,2011.0,"['Comedy', 'Romance', 'Sci-Fi']",,,,movielens
92118,"Terrorizers, The (Kong bu fen zi) (1986)",Drama,1986.0,['Drama'],,,,movielens
92120,Good Bye (Bé omid é didar) (2011),Drama,2011.0,['Drama'],,,,movielens
92122,"Loneliest Planet, The (2011)",Thriller,2011.0,['Thriller'],,,,movielens
92124,Images of the World and the Inscription of War (Bilder der Welt und Inschrift des Krieges) (1989),Documentary|War,1989.0,"['Documentary', 'War']",,,,movielens
92126,Policeman (Ha-shoter) (2011),Drama,2011.0,['Drama'],,,,movielens
92128,Disorder (2009),Documentary,2009.0,['Documentary'],,,,movielens
92130,Red Psalm (Még kér a nép) (1972),Drama|Musical|War,1972.0,"['Drama', 'Musical', 'War']",,,,movielens
92132,Regeneration (1915),Crime|Drama|Romance,1915.0,"['Crime', 'Drama', 'Romance']",,,,movielens
92134,"Afternoon of a Torturer, The (Dupa-amiaza unui tortionar) (2001)",Drama,2001.0,['Drama'],,,,movielens
92136,We Won't Grow Old Together (Nous ne vieillirons pas ensemble) (1972),Drama,1972.0,['Drama'],,,,movielens
92152,"Turn Me On, Dammit! (Få meg på, for faen) (2011)",Comedy,2011.0,['Comedy'],,,,movielens
92154,Faust (2011),Drama,2011.0,['Drama'],,,,movielens
92156,Post Mortem (2010),Drama,2010.0,['Drama'],,,,movielens
92159,Decasia: The State of Decay (2002),Documentary,2002.0,['Documentary'],,,,movielens
92161,Viva (2007),Comedy|Drama|Musical,2007.0,"['Comedy', 'Drama', 'Musical']",,,,movielens
92163,Fados (2007),Documentary|Musical,2007.0,"['Documentary', 'Musical']",,,,movielens
92165,Go Get Some Rosemary (Daddy Longlegs) (2009),Comedy|Drama,2009.0,"['Comedy', 'Drama']",,,,movielens
92167,Praise (1998),Drama,1998.0,['Drama'],,,,movielens
92169,Stanley Kubrick's Boxes (2008),Documentary,2008.0,['Documentary'],,,,movielens
92172,Street Mobster (a.k.a. Modern Yakuza: Outlaw Killer) (Gendai yakuza: hito-kiri yota) (1972),Action|Crime,1972.0,"['Action', 'Crime']",,,,movielens
92174,Alexandria... Why? (Iskanderija... lih?) (1979),Drama,1979.0,['Drama'],,,,movielens
92176,"Grand Maneuver, The (Les grandes manoeuvres) (1955)",Comedy|Drama|Romance,1955.0,"['Comedy', 'Drama', 'Romance']",,,,movielens
92178,Can Go Through Skin (Kan door huid heen) (2009),Drama,2009.0,['Drama'],,,,movielens
92180,Morgen (2010),Drama,2010.0,['Drama'],,,,movielens
92182,"What's Up, Scarlet? (2005)",Comedy|Romance,2005.0,"['Comedy', 'Romance']",,,,movielens
92184,Christmas Evil (a.k.a. You Better Watch Out) (1980),Horror|Thriller,1980.0,"['Horror', 'Thriller']",,,,movielens
92186,Three Wise Men (Kolme viisasta miestä) (2008),Drama,2008.0,['Drama'],,,,movielens
92188,Call Her Savage (1932),Drama,1932.0,['Drama'],,,,movielens
92192,Apollo 18 (2011),Horror|Sci-Fi|Thriller,2011.0,"['Horror', 'Sci-Fi', 'Thriller']",,,,movielens
92196,Crazy Horse (2011),Documentary,2011.0,['Documentary'],,,,movielens
92198,Seeking Justice (2011),Action|Drama|Thriller,2011.0,"['Action', 'Drama', 'Thriller']",,,,movielens
92200,"Sound and the Fury, The (1959)",Drama|Romance,1959.0,"['Drama', 'Romance']",,,,movielens
92204,"Pointe-Courte, La (1955)",Drama,1955.0,['Drama'],,,,movielens
92210,"Disappearance of Haruhi Suzumiya, The (Suzumiya Haruhi no shôshitsu) (2010)",Adventure|Animation|Drama|Mystery|Sci-Fi,2010.0,"['Adventure', 'Animation', 'Drama', 'Mystery', 'Sci-Fi']",,,,movielens
92222,Broken Trail (2006),Action|Adventure|Crime|Drama|Western,2006.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Western']",,,,movielens
92224,"River Called Titas, A (Titash Ekti Nadir Naam) (1973)",Drama,1973.0,['Drama'],,,,movielens
92229,"Vanquished, The (I vinti) (1953)",Drama,1953.0,['Drama'],,,,movielens
92231,"Blue Bird, The (1918)",Fantasy,1918.0,['Fantasy'],,,,movielens
92234,Red Tails (2012),Action|Adventure|Drama|War,2012.0,"['Action', 'Adventure', 'Drama', 'War']",,,,movielens
92240,Kagi (Odd Obsession) (1959),Drama,1959.0,['Drama'],,,,movielens
92243,"Flowers of War, The (Jin líng shí san chai) (2011)",Drama|War,2011.0,"['Drama', 'War']",,,,movielens
92245,Enthusiasm (Entuziazm: Simfoniya Donbassa) (1931),Documentary,1931.0,['Documentary'],,,,movielens
92250,"Scenesters, The (2009)",Comedy|Crime|Mystery,2009.0,"['Comedy', 'Crime', 'Mystery']",,,,movielens
92252,Thunder Soul (2010),Documentary,2010.0,['Documentary'],,,,movielens
92257,Vlad (2003),Horror|Thriller,2003.0,"['Horror', 'Thriller']",,,,movielens
92259,Intouchables (2011),Comedy|Drama,2011.0,"['Comedy', 'Drama']",,,,movielens
92262,Declaration of War (La Guerre est Déclarée) (2011),Drama,2011.0,['Drama'],,,,movielens
92264,One for the Money (2012),Action|Comedy|Crime,2012.0,"['Action', 'Comedy', 'Crime']",,,,movielens
