movieId,title,genres,year,genre_list,poster_url,overview,tmdb_release_date,metadata_source,count,mean,weighted_score
112719,Mag Wheels (1978),Action|Comedy,1978.0,"['Action', 'Comedy']",,,,movielens,4.0,2.0,3.026930491129557
112723,"Billy Two Hats (Lady and the Outlaw, The) (1974)",Romance|Western,1974.0,"['Romance', 'Western']",,,,movielens,5.0,3.4,3.486397413107065
112725,Buffalo Bill (1944),Western,1944.0,['Western'],,,,movielens,9.0,2.6111112,3.04842155119952
112727,Deliver Us from Evil (2014),Crime|Horror|Thriller,2014.0,"['Crime', 'Horror', 'Thriller']",,,,movielens,309.0,2.9773462,2.9915556343572
112729,If I Were You (2012),Comedy|Drama,2012.0,"['Comedy', 'Drama']",,,,movielens,15.0,3.7,3.644485504730888
112731,"Saratov Approach, The (2013)",Action|Drama,2013.0,"['Action', 'Drama']",,,,movielens,10.0,2.45,2.934620353910658
112733,Jonestown: Paradise Lost (2007),Documentary,2007.0,['Documentary'],,,,movielens,32.0,3.875,3.8080791473388675
112735,Charlie's Country (2013),Drama,2013.0,['Drama'],,,,movielens,24.0,3.8958333,3.806973874568939
112741,Finding Normal (2013),Comedy|Romance,2013.0,"['Comedy', 'Romance']",,,,movielens,10.0,2.95,3.212398131688436
112743,Margaret Thatcher: The Long Walk to Finchley (2008),Drama,2008.0,['Drama'],,,,movielens,9.0,3.8333333,3.6954803046058204
112749,And So It Goes (2014),Comedy|Drama|Romance,2014.0,"['Comedy', 'Drama', 'Romance']",,,,movielens,72.0,2.8333333,2.90403950214386
112751,Ju-on: The Beginning of the End (Ju-on: Owari no hajimari) (2014),Horror,2014.0,['Horror'],,,,movielens,14.0,3.107143,3.264689402146773
112753,Torment (2013),Horror|Thriller,2013.0,"['Horror', 'Thriller']",,,,movielens,19.0,2.5789473,2.8638209148689553
112759,Healing (2014),Drama,2014.0,['Drama'],,,,movielens,5.0,3.2,3.409474317844098
112762,Hellphone (2007),Comedy|Fantasy,2007.0,"['Comedy', 'Fantasy']",,,,movielens,18.0,2.1388888,2.5701217284569378
112767,Premature (2014),Comedy,2014.0,['Comedy'],,,,movielens,106.0,2.9575472,2.998448840358801
112772,"Brain, The (1988)",Horror|Sci-Fi,1988.0,"['Horror', 'Sci-Fi']",,,,movielens,15.0,3.0666666,3.2314419539078423
112774,"Severed Arm, The (1973)",Crime|Horror,1973.0,"['Crime', 'Horror']",,,,movielens,3.0,1.6666666,3.0293787067586724
112776,Bloodline (2011),Horror,2011.0,['Horror'],,,,movielens,3.0,2.8333333,3.3475605141032827
112780,Panic (2001),Action|Thriller,2001.0,"['Action', 'Thriller']",,,,movielens,5.0,2.8,3.255628127318163
112782,Darkest Night (2012),Drama|Horror,2012.0,"['Drama', 'Horror']",,,,movielens,3.0,2.3333333,3.2111968777396465
112788,Sex Tape (2014),Comedy,2014.0,['Comedy'],,,,movielens,813.0,2.613161,2.6221962602362128
112792,Operation Ganymed (1977),Sci-Fi,1977.0,['Sci-Fi'],,,,movielens,4.0,2.75,3.276930491129557
112798,Pick-up Summer (Pinball Summer) (1980),Comedy,1980.0,['Comedy'],,,,movielens,6.0,2.4166667,3.058797597885132
112800,Ride Beyond Vengeance (1966),Western,1966.0,['Western'],,,,movielens,1.0,3.0,3.480351765950521
112802,EMR (2004),Thriller,2004.0,['Thriller'],,,,movielens,2.0,2.75,3.3823165893554688
112804,I Origins (2014),Drama|Sci-Fi,2014.0,"['Drama', 'Sci-Fi']",,,,movielens,1703.0,3.7152085,3.714391170782627
112807,Gunbuster (Top wo Narae) (1988),Action|Animation|Drama|Sci-Fi,1988.0,"['Action', 'Animation', 'Drama', 'Sci-Fi']",,,,movielens,19.0,3.6578948,3.623080297752663
112809,"Diebuster ""Top wo Narae 2"" (2004)",Action|Animation|Drama|Sci-Fi,2004.0,"['Action', 'Animation', 'Drama', 'Sci-Fi']",,,,movielens,13.0,3.5,3.5153888520740333
112811,"Front Line, The (Go-ji-jeon) (2011)",Drama|War,2011.0,"['Drama', 'War']",,,,movielens,38.0,3.368421,3.3983297140701954
112814,Wrestling for Jesus: The Tale of T-Money (2011),Documentary,2011.0,['Documentary'],,,,movielens,2.0,4.5,3.732316589355469
112818,"Purge: Anarchy, The (2014)",Action|Horror|Thriller,2014.0,"['Action', 'Horror', 'Thriller']",,,,movielens,1182.0,3.1222503,3.1250613801619584
112840,Bullets for O'Hara (1941),Crime|Drama|Romance,1941.0,"['Crime', 'Drama', 'Romance']",,,,movielens,0.0,3.5403957,3.540395736694336
112842,Bundle of Joy (1956),Comedy|Musical,1956.0,"['Comedy', 'Musical']",,,,movielens,10.0,3.7,3.6290647983551025
112846,Bush Christmas (1947),Action|Adventure|Comedy,1947.0,"['Action', 'Adventure', 'Comedy']",,,,movielens,4.0,3.375,3.4852638244628906
112850,Words and Pictures (2013),Comedy|Drama|Romance,2013.0,"['Comedy', 'Drama', 'Romance']",,,,movielens,60.0,3.325,3.350340716979083
112852,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi,2014.0,"['Action', 'Adventure', 'Sci-Fi']",,,,movielens,26482.0,3.9101844,3.91007270694184
112854,"Ghost Goes West, The (1935)",Comedy|Fantasy|Horror|Romance,1935.0,"['Comedy', 'Fantasy', 'Horror', 'Romance']",,,,movielens,13.0,3.0384614,3.2296745095934187
112856,"Nazi Officer's Wife, The (2003)",Documentary|Drama|War,2003.0,"['Documentary', 'Drama', 'War']",,,,movielens,6.0,3.0,3.3087975638253346
112866,"Strange Color Of Your Body's Tears, The (L'étrange couleur des larmes de ton corps) (2013)",Mystery|Thriller,2013.0,"['Mystery', 'Thriller']",,,,movielens,57.0,3.1140351,3.1665102811960075
112868,"Signal, The (2014)",Sci-Fi|Thriller,2014.0,"['Sci-Fi', 'Thriller']",,,,movielens,877.0,3.1459522,3.1495178158000368
112871,"Ballroom, The (Chega de Saudade) (2007)",Drama|Musical|Romance,2007.0,"['Drama', 'Musical', 'Romance']",,,,movielens,3.0,3.6666667,3.5748332847248427
112877,Busses Roar (Buses Roar) (1942),Drama|Romance|War,1942.0,"['Drama', 'Romance', 'War']",,,,movielens,1.0,2.0,3.36924065483941
112880,But Not for Me (1959),Comedy|Romance,1959.0,"['Comedy', 'Romance']",,,,movielens,1.0,3.0,3.480351765950521
112882,Butcher Boys (Bone Boys) (2012),Action|Comedy|Horror|Thriller,2012.0,"['Action', 'Comedy', 'Horror', 'Thriller']",,,,movielens,9.0,1.5555556,2.4895980077631332
112890,Jimmy's Hall (2014),Drama,2014.0,['Drama'],,,,movielens,52.0,3.4615386,3.472052844365438
112893,Super Hero Party Clown (2010),Comedy|Romance,2010.0,"['Comedy', 'Romance']",,,,movielens,3.0,3.3333333,3.483924150466919
112895,Willow Creek (2013),Horror|Mystery,2013.0,"['Horror', 'Mystery']",,,,movielens,106.0,2.5943396,2.6607295128337123
112897,The Expendables 3 (2014),Action|Adventure,2014.0,"['Action', 'Adventure']",,,,movielens,1601.0,2.9212992,2.9243773870248835
112901,By Your Leave (1934),Comedy,1934.0,['Comedy'],,,,movielens,0.0,3.5403957,3.540395736694336
112905,Goliyon Ki Raasleela Ram-Leela (2013),Drama|Romance,2013.0,"['Drama', 'Romance']",,,,movielens,38.0,3.0526316,3.13746015921883
112907,"Villain, The (Ek Villain) (2014)",Action|Romance|Thriller,2014.0,"['Action', 'Romance', 'Thriller']",,,,movielens,27.0,3.0,3.1235190255301344
112909,Kites (2010),Action|Drama|Romance,2010.0,"['Action', 'Drama', 'Romance']",,,,movielens,17.0,1.9705882,2.472926616668701
112911,Hercules (2014),Action|Adventure,2014.0,"['Action', 'Adventure']",,,,movielens,953.0,2.7806926,2.787016849239957
112913,Monty Python Live (Mostly) (2014),Animation|Comedy|Musical,2014.0,"['Animation', 'Comedy', 'Musical']",,,,movielens,50.0,3.62,3.609020002957048
112921,Once My Mother (2014),Documentary,2014.0,['Documentary'],,,,movielens,1.0,4.0,3.591462877061632
112925,Hide Your Smiling Faces (2013),Drama,2013.0,['Drama'],,,,movielens,12.0,3.1666667,3.31615834236145
112929,Paradise: Hope (Paradies: Hoffnung) (2013),Drama,2013.0,['Drama'],,,,movielens,40.0,3.5,3.5067326227823896
112938,"Detective, The (C+ jing taam) (2007)",Drama|Mystery|Thriller,2007.0,"['Drama', 'Mystery', 'Thriller']",,,,movielens,13.0,3.3461537,3.420150688716344
112940,A Most Wanted Man (2014),Thriller,2014.0,['Thriller'],,,,movielens,833.0,3.4435775,3.44449850977105
112942,Sky Murder (1940),Action|Adventure|Crime|Mystery|Thriller,1940.0,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",,,,movielens,1.0,4.0,3.591462877061632
112944,Molly Maxwell (2013),Drama|Romance,2013.0,"['Drama', 'Romance']",,,,movielens,15.0,3.4666667,3.4923115813213848
112946,Wish I Was Here (2014),Comedy|Drama,2014.0,"['Comedy', 'Drama']",,,,movielens,292.0,3.4332192,3.4360772355397544
112948,Sandakan 8 (Sandakan hachibanshokan bohkyo) (1974),Drama|War,1974.0,"['Drama', 'War']",,,,movielens,3.0,3.6666667,3.5748332847248427
112950,Sex in Chains (Geschlecht in Fesseln) (1928),Drama,1928.0,['Drama'],,,,movielens,3.0,2.8333333,3.3475605141032827
112953,Valley of the Dragons (1961),Sci-Fi,1961.0,['Sci-Fi'],,,,movielens,7.0,2.5714285,3.0882110436757406
112955,Coney Island (1917),Comedy,1917.0,['Comedy'],,,,movielens,20.0,3.15,3.2615417071751187
112957,Never Weaken (1921),Comedy|Thriller,1921.0,"['Comedy', 'Thriller']",,,,movielens,28.0,3.517857,3.5228656662835016
112959,Go for Sisters (2013),Crime|Drama,2013.0,"['Crime', 'Drama']",,,,movielens,6.0,2.9166667,3.2730833121708462
112961,Playing with Love (Puppy Love) (Maladolescenza) (1977),Drama,1977.0,['Drama'],,,,movielens,24.0,2.6666667,2.8850989937782288
112974,C.O.G. (2013),Comedy|Drama,2013.0,"['Comedy', 'Drama']",,,,movielens,34.0,2.9264705,3.0434086549849737
112982,Café Metropole (1937),Comedy|Drama|Romance,1937.0,"['Comedy', 'Drama', 'Romance']",,,,movielens,3.0,2.8333333,3.3475605141032827
112988,Lust for Love (2014),Comedy|Romance,2014.0,"['Comedy', 'Romance']",,,,movielens,21.0,3.2619047,3.338729825513116
112990,"Pursuit of Unhappiness, The (Anleitung zum Unglücklichsein) (2012)",Romance,2012.0,['Romance'],,,,movielens,1.0,5.0,3.702573988172743
112992,Edge of Fear (Ella y el miedo) (1962),Horror,1962.0,['Horror'],,,,movielens,2.0,1.75,3.182316589355469
112995,Sorrow and Joy (Sorg og glæde) (2013),Drama,2013.0,['Drama'],,,,movielens,8.0,3.5625,3.551447868347168
112999,Fugitives (Fugitivas) (2000),Drama|Thriller,2000.0,"['Drama', 'Thriller']",,,,movielens,1.0,3.0,3.480351765950521
113001,Family United (La gran familia española) (2013),Comedy,2013.0,['Comedy'],,,,movielens,20.0,3.2,3.2972559588296075
113008,Cairo (1942),Comedy|Drama|Musical|Romance,1942.0,"['Comedy', 'Drama', 'Musical', 'Romance']",,,,movielens,2.0,2.75,3.3823165893554688
113010,Cairo (1963),Crime|Drama,1963.0,"['Crime', 'Drama']",,,,movielens,1.0,3.5,3.5359073215060763
113012,Calendar Girl (Star Dust and Sweet Music) (1947),Musical|Romance,1947.0,"['Musical', 'Romance']",,,,movielens,2.0,4.0,3.6323165893554688
113014,California Conquest (1952),Adventure|Romance|Western,1952.0,"['Adventure', 'Romance', 'Western']",,,,movielens,1.0,2.5,3.424796210394965
113016,Call Me Bwana (1963),Comedy,1963.0,['Comedy'],,,,movielens,5.0,2.9,3.294089720799373
113018,Call of the Canyon (1942),Western,1942.0,['Western'],,,,movielens,0.0,3.5403957,3.540395736694336
113020,Two Tars (1928),Comedy,1928.0,['Comedy'],,,,movielens,11.0,3.5454545,3.5433244956167123
113024,"Unholy Wife, The (1957)",Crime|Drama,1957.0,"['Crime', 'Drama']",,,,movielens,2.0,2.25,3.282316589355469
113029,"Keeper, The (2004)",Crime|Drama|Thriller,2004.0,"['Crime', 'Drama', 'Thriller']",,,,movielens,3.0,2.8333333,3.3475605141032827
113033,Rasmus på luffen (1981),Children,1981.0,['Children'],,,,movielens,18.0,3.3055556,3.3778140911689176
113035,"Bachelor Weekend, The (2013)",Comedy|Drama,2013.0,"['Comedy', 'Drama']",,,,movielens,42.0,3.2857144,3.326463403701782
113037,Finding Bliss (2009),Comedy|Romance,2009.0,"['Comedy', 'Romance']",,,,movielens,16.0,2.75,3.0134652455647783
113039,Gracie's Choice (2004),Drama,2004.0,['Drama'],,,,movielens,14.0,3.892857,3.7646893154491075
113041,Father and Guns (De père en flic) (2009),Comedy|Crime,2009.0,"['Comedy', 'Crime']",,,,movielens,12.0,3.1666667,3.31615834236145
113045,"Boogie (Boogie, el aceitoso) (2009)",Action|Animation|Crime,2009.0,"['Action', 'Animation', 'Crime']",,,,movielens,23.0,3.3043478,3.3652633620846655
113048,Tables Turned on the Gardener (1895),Comedy,1895.0,['Comedy'],,,,movielens,48.0,3.1354167,3.193270887647356
113058,Call of the Flesh (1930),Musical,1930.0,['Musical'],,,,movielens,0.0,3.5403957,3.540395736694336
113060,Call of the Wild (Call of the Wild 3D) (2009),Adventure|Children|Drama,2009.0,"['Adventure', 'Children', 'Drama']",,,,movielens,7.0,2.857143,3.22154442469279
113062,Hellion (2014),Drama|Thriller,2014.0,"['Drama', 'Thriller']",,,,movielens,28.0,3.0357144,3.147865798738268
113064,"Trip to Italy, The (2014)",Comedy|Drama,2014.0,"['Comedy', 'Drama']",,,,movielens,234.0,3.3653846,3.3711700715309334
113066,Food (Jídlo) (1993),Animation|Comedy|Fantasy,1993.0,"['Animation', 'Comedy', 'Fantasy']",,,,movielens,71.0,3.809859,3.782571614543094
113068,For a Woman (Pour une femme) (2013),Drama|Romance|War,2013.0,"['Drama', 'Romance', 'War']",,,,movielens,11.0,3.7727273,3.67490345553348
113071,Earth to Echo (2014),Adventure|Children|Sci-Fi,2014.0,"['Adventure', 'Children', 'Sci-Fi']",,,,movielens,150.0,2.8366666,2.8722984398467633
113073,Two Lives (Zwei Leben) (2012),Drama|Thriller,2012.0,"['Drama', 'Thriller']",,,,movielens,24.0,3.5416667,3.5413489937782288
113080,"Burma Conspiracy, The (Largo Winch II) (2011)",Action|Adventure|Thriller,2011.0,"['Action', 'Adventure', 'Thriller']",,,,movielens,43.0,3.1860466,3.2416307785931755
113083,Westfront 1918 (1930),Drama|War,1930.0,"['Drama', 'War']",,,,movielens,20.0,3.4,3.4401131357465475
113085,Black Samurai (1977),Action|Crime,1977.0,"['Action', 'Crime']",,,,movielens,3.0,1.8333334,3.0748332738876343
113089,Maidentrip (2014),Documentary,2014.0,['Documentary'],,,,movielens,64.0,3.734375,3.7128217485215926
113092,Kidnapped For Christ (2014),Documentary,2014.0,['Documentary'],,,,movielens,15.0,3.6,3.5792680201323135
113099,8-Ball (8-pallo) (2013),Crime|Drama,2013.0,"['Crime', 'Drama']",,,,movielens,24.0,3.0625,3.181973934173584
113101,Overseas and Under Your Skin (Maata meren alla) (2009),Comedy|Drama,2009.0,"['Comedy', 'Drama']",,,,movielens,1.0,3.5,3.5359073215060763
113103,Step Up All In (2014),Drama|Musical|Romance,2014.0,"['Drama', 'Musical', 'Romance']",,,,movielens,255.0,3.245098,3.254080551205479
113105,Mystery of the 13th Guest (1943),Crime|Mystery,1943.0,"['Crime', 'Mystery']",,,,movielens,6.0,2.0833333,2.915940386908395
113107,Invasion of the Star Creatures (1962),Comedy|Sci-Fi,1962.0,"['Comedy', 'Sci-Fi']",,,,movielens,1.0,4.0,3.591462877061632
113109,Gog (1954),Drama|Horror|Romance|Sci-Fi|Thriller,1954.0,"['Drama', 'Horror', 'Romance', 'Sci-Fi', 'Thriller']",,,,movielens,8.0,2.875,3.207697868347168
113126,Val Lewton:  The Man in the Shadows (2007),Documentary,2007.0,['Documentary'],,,,movielens,7.0,3.5,3.521544392903646
113128,Return to Life (1938),Documentary,1938.0,['Documentary'],,,,movielens,2.0,2.5,3.332316589355469
113132,"Key, The (1934)",Drama,1934.0,['Drama'],,,,movielens,2.0,3.0,3.432316589355469
113139,"Day's Pleasure, A (Ford Story, A) (1919)",Comedy,1919.0,['Comedy'],,,,movielens,25.0,2.74,2.9340353373325234
113141,"Place for Lovers, A (Amanti) (1968)",Drama|Romance,1968.0,"['Drama', 'Romance']",,,,movielens,3.0,1.6666666,3.0293787067586724
113143,America 3000 (1986),Action|Adventure|Sci-Fi,1986.0,"['Action', 'Adventure', 'Sci-Fi']",,,,movielens,8.0,2.75,3.145197868347168
113145,"Eye for an Eye, An (Oeil pour oeil) (Eyes of the Sahara) (1957)",Drama,1957.0,['Drama'],,,,movielens,0.0,3.5403957,3.540395736694336
113147,"Eye for an Eye, An (Talion) (1966)",Western,1966.0,['Western'],,,,movielens,2.0,1.5,3.1323165893554688
113149,Andy Hardy's Blonde Trouble (1944),Comedy|Romance,1944.0,"['Comedy', 'Romance']",,,,movielens,2.0,3.0,3.432316589355469
113152,Sexual Life (2005),Romance,2005.0,['Romance'],,,,movielens,5.0,2.6,3.178705032055195
113162,Lowlands (Tiefland) (1954),Drama,1954.0,['Drama'],,,,movielens,4.0,3.125,3.401930491129557
113168,Apache Ambush (1955),Western,1955.0,['Western'],,,,movielens,0.0,3.5403957,3.540395736694336
113170,Around June (2008),Animation|Drama|Fantasy|Romance,2008.0,"['Animation', 'Drama', 'Fantasy', 'Romance']",,,,movielens,2.0,0.5,2.932316589355469
113174,Breakfast for Two (1937),Comedy|Romance,1937.0,"['Comedy', 'Romance']",,,,movielens,3.0,2.8333333,3.3475605141032827
113176,C.C. & Company (Chrome Hearts) (1970),Action|Comedy|Drama,1970.0,"['Action', 'Comedy', 'Drama']",,,,movielens,3.0,4.0,3.665742353959517
113184,Conduct Unbecoming (1975),Crime|Drama|Mystery,1975.0,"['Crime', 'Drama', 'Mystery']",,,,movielens,2.0,3.0,3.432316589355469
113186,Felony (2013),Thriller,2013.0,['Thriller'],,,,movielens,45.0,3.1444445,3.204210695230736
113188,"Rover, The (2014)",Crime|Drama,2014.0,"['Crime', 'Drama']",,,,movielens,377.0,3.2572944,3.2631770412643237
113195,"6,000 Enemies (Six Thousand Enemies) (1939)",Crime|Drama|Romance,1939.0,"['Crime', 'Drama', 'Romance']",,,,movielens,0.0,3.5403957,3.540395736694336
113198,Callaway Went Thataway (1951),Comedy|Western,1951.0,"['Comedy', 'Western']",,,,movielens,1.0,3.0,3.480351765950521
113203,Caine (Shark!) (1969),Action|Adventure|Thriller,1969.0,"['Action', 'Adventure', 'Thriller']",,,,movielens,6.0,2.5,3.0945118495396207
113205,L'Italien (2010),Comedy|Drama,2010.0,"['Comedy', 'Drama']",,,,movielens,13.0,3.2307692,3.3487221399943037
113207,Get on Up (2014),Drama|Musical,2014.0,"['Drama', 'Musical']",,,,movielens,174.0,3.2327585,3.2462810369638295
113209,"Last Mogul, The (2005)",Documentary,2005.0,['Documentary'],,,,movielens,7.0,3.4285715,3.4882110754648847
113214,1 (2013),Documentary,2013.0,['Documentary'],,,,movielens,35.0,3.9,3.8330969588701116
113216,"Suspect, The (Yong-eui-ja) (2013)",Action|Thriller,2013.0,"['Action', 'Thriller']",,,,movielens,67.0,3.2313433,3.2643088658650714
113218,Space Milkshake (2012),Comedy|Sci-Fi,2012.0,"['Comedy', 'Sci-Fi']",,,,movielens,21.0,2.6904762,2.9249367467288314
113220,"Dog, The (2013)",Documentary,2013.0,['Documentary'],,,,movielens,12.0,3.25,3.366158294677734
113223,"Fool There Was, A (1915)",Drama,1915.0,['Drama'],,,,movielens,11.0,2.6363637,3.017008793981452
113225,Magic in the Moonlight (2014),Comedy|Drama|Romance,2014.0,"['Comedy', 'Drama', 'Romance']",,,,movielens,802.0,3.3952618,3.396695186473705
113227,Impudent Girl (L'effrontée) (1985),Comedy|Drama|Romance,1985.0,"['Comedy', 'Drama', 'Romance']",,,,movielens,8.0,3.25,3.395197868347168
113232,National Lampoon's Pucked (2006),Comedy,2006.0,['Comedy'],,,,movielens,4.0,3.125,3.401930491129557
113234,"Thirty-Nine Steps, The (1978)",Crime|Mystery|Thriller,1978.0,"['Crime', 'Mystery', 'Thriller']",,,,movielens,16.0,3.34375,3.409298578898112
113236,Abby (1974),Horror,1974.0,['Horror'],,,,movielens,10.0,2.1,2.740175829993354
113238,And While We Were Here (2012),Drama,2012.0,['Drama'],,,,movielens,23.0,3.3913043,3.4297794757350797
113240,Winter Sleep (Kis Uykusu) (2014),Drama,2014.0,['Drama'],,,,movielens,394.0,3.8324873,3.826674576422468
113244,When I Walk (2013),Documentary,2013.0,['Documentary'],,,,movielens,5.0,3.7,3.60178201015179
113246,What! No Beer? (1933),Comedy,1933.0,['Comedy'],,,,movielens,6.0,2.5,3.0945118495396207
113250,In Order of Disappearance (Kraftidioten) (2014),Action|Comedy|Crime|Thriller,2014.0,"['Action', 'Comedy', 'Crime', 'Thriller']",,,,movielens,253.0,3.4920948,3.493575245027798
113252,Housebound (2014),Comedy|Horror|Thriller,2014.0,"['Comedy', 'Horror', 'Thriller']",,,,movielens,597.0,3.5016751,3.502187136973231
113254,Zarafa (2012),Animation,2012.0,['Animation'],,,,movielens,15.0,3.4333334,3.4705724716186523
113256,"New Jean-Claude, The (Le nouveau Jean-Claude) (2002)",Comedy|Romance,2002.0,"['Comedy', 'Romance']",,,,movielens,2.0,3.5,3.532316589355469
113263,Very Happy Alexander (Alexandre le bienheureux) (1968),Comedy|Romance,1968.0,"['Comedy', 'Romance']",,,,movielens,25.0,3.54,3.540095907269102
113275,The Hundred-Foot Journey (2014),Comedy|Drama,2014.0,"['Comedy', 'Drama']",,,,movielens,930.0,3.798387,3.796186698271013
113280,White Frog (2012),Drama,2012.0,['Drama'],,,,movielens,15.0,3.2,3.318398548209149
113284,"Bell for Adano, A (John Hersey's A Bell for Adano) (1945)",Drama|War,1945.0,"['Drama', 'War']",,,,movielens,3.0,2.0,3.1202878085049717
113286,"Lady Without Passport, A (1950)",Crime|Drama|Film-Noir,1950.0,"['Crime', 'Drama', 'Film-Noir']",,,,movielens,4.0,2.25,3.1102638244628906
113288,Ambush (1950),Western,1950.0,['Western'],,,,movielens,2.0,2.5,3.332316589355469
113302,"Creeper, The (Rituals) (1977)",Adventure|Horror|Thriller,1977.0,"['Adventure', 'Horror', 'Thriller']",,,,movielens,25.0,3.02,3.146156527779319
113304,American Revolutionary: The Evolution of Grace Lee Boggs (2013),Documentary,2013.0,['Documentary'],,,,movielens,3.0,3.5,3.529378717595881
113306,"Dragon Missile, The (Fei long zhan) (1976)",Action,1976.0,['Action'],,,,movielens,2.0,3.25,3.482316589355469
113309,The Fifth Cord (1971),Mystery|Thriller,1971.0,"['Mystery', 'Thriller']",,,,movielens,13.0,2.7692308,3.0630079451061434
113311,Man on a String (1960),Action|Crime|Drama|Thriller,1960.0,"['Action', 'Crime', 'Drama', 'Thriller']",,,,movielens,2.0,3.5,3.532316589355469
113313,"Den, The (2013)",Horror|Thriller,2013.0,"['Horror', 'Thriller']",,,,movielens,115.0,3.0565217,3.0879931391739266
113315,Zero Motivation (Efes beyahasei enosh) (2014),Comedy|Drama,2014.0,"['Comedy', 'Drama']",,,,movielens,92.0,3.7173913,3.703231611251831
113317,Before Winter Comes (1969),Comedy|Drama|War,1969.0,"['Comedy', 'Drama', 'War']",,,,movielens,1.0,2.5,3.424796210394965
113319,Behind the Headlines (1937),Action|Adventure|Crime|Drama|Romance,1937.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Romance']",,,,movielens,0.0,3.5403957,3.540395736694336
113325,Calling Bulldog Drummond (1951),Crime|Mystery,1951.0,"['Crime', 'Mystery']",,,,movielens,1.0,3.0,3.480351765950521
113327,Calling Philo Vance (1940),Crime|Mystery|Thriller,1940.0,"['Crime', 'Mystery', 'Thriller']",,,,movielens,0.0,3.5403957,3.540395736694336
113337,Free Samples (2012),Comedy|Drama,2012.0,"['Comedy', 'Drama']",,,,movielens,14.0,3.107143,3.264689402146773
113345,Jupiter Ascending (2015),Action|Adventure|Sci-Fi,2015.0,"['Action', 'Adventure', 'Sci-Fi']",,,,movielens,2584.0,2.6352553,2.6380489799711437
113348,Teenage Mutant Ninja Turtles (2014),Action|Adventure|Comedy,2014.0,"['Action', 'Adventure', 'Comedy']",,,,movielens,1502.0,2.5795605,2.584651035978305
113350,I'll Follow You Down (2013),Drama|Mystery|Sci-Fi,2013.0,"['Drama', 'Mystery', 'Sci-Fi']",,,,movielens,65.0,2.9307692,2.997577592118146
113352,Death in Buenos Aires (Muerte en Buenos Aires) (2014),Crime|Drama|Romance,2014.0,"['Crime', 'Drama', 'Romance']",,,,movielens,9.0,3.4444444,3.4895979797138885
113354,Who the F**K Is Arthur Fogel (2013),Documentary,2013.0,['Documentary'],,,,movielens,4.0,3.5,3.526930491129557
113368,Kings of South Beach (2007),Drama,2007.0,['Drama'],,,,movielens,1.0,2.5,3.424796210394965
113370,Nayak: The Hero (1966),Drama,1966.0,['Drama'],,,,movielens,23.0,3.7608695,3.7039730471949426
113374,"Old Lady and the Pigeons, The (La vieille dame et les pigeons) (1997)",Animation|Comedy,1997.0,"['Animation', 'Comedy']",,,,movielens,63.0,3.6190476,3.610185455268538
113376,"Reckoning, The (2014)",Crime|Mystery|Thriller,2014.0,"['Crime', 'Mystery', 'Thriller']",,,,movielens,5.0,2.5,3.140243530273438
113378,"Giver, The (2014)",Drama|Sci-Fi,2014.0,"['Drama', 'Sci-Fi']",,,,movielens,1725.0,3.326377,3.327364884149251
113380,Only God Knows (Sólo Dios Sabe) (2006),Drama|Mystery|Romance,2006.0,"['Drama', 'Mystery', 'Romance']",,,,movielens,2.0,3.0,3.432316589355469
113394,"Pretty One, The (2013)",Comedy|Drama,2013.0,"['Comedy', 'Drama']",,,,movielens,81.0,3.2407408,3.2676760534222207
113416,Revenge of the Green Dragons (2014),Action|Crime|Drama,2014.0,"['Action', 'Crime', 'Drama']",,,,movielens,16.0,2.15625,2.6176319122314453
113420,Unborn in the USA: Inside the War on Abortion (2007),Documentary,2007.0,['Documentary'],,,,movielens,4.0,3.125,3.401930491129557
113422,Thieves (1977),Comedy,1977.0,['Comedy'],,,,movielens,1.0,2.0,3.36924065483941
113424,Mr. Wong in Chinatown (1939),Mystery,1939.0,['Mystery'],,,,movielens,7.0,2.7857144,3.1882111072540287
113430,Cane Toads: The Conquest (2010),Documentary,2010.0,['Documentary'],,,,movielens,14.0,3.7142856,3.651052930138328
113432,So Much So Fast (2006),Documentary,2006.0,['Documentary'],,,,movielens,8.0,3.5625,3.551447868347168
113449,Crossroads (1942),Crime|Drama|Film-Noir,1942.0,"['Crime', 'Drama', 'Film-Noir']",,,,movielens,8.0,3.0,3.270197868347168
113451,Rendezvous (1935),Comedy|War,1935.0,"['Comedy', 'War']",,,,movielens,8.0,3.0,3.270197868347168
113453,Let's Be Cops (2014),Comedy|Crime,2014.0,"['Comedy', 'Crime']",,,,movielens,977.0,3.1489253,3.152104759700407
113457,Can I Do It 'Till I Need Glasses? (1977),Comedy,1977.0,['Comedy'],,,,movielens,1.0,2.0,3.36924065483941
113459,Paradise (2013),Comedy|Drama,2013.0,"['Comedy', 'Drama']",,,,movielens,16.0,2.71875,2.9926319122314453
113464,My Way to Olympia (Mein Weg nach Olympia) (2013),Documentary,2013.0,['Documentary'],,,,movielens,2.0,2.75,3.3823165893554688
113466,Far Out Isn't Far Enough: The Tomi Ungerer Story (2012),Documentary,2012.0,['Documentary'],,,,movielens,3.0,3.5,3.529378717595881
113468,D-Day the Sixth of June (1956),Drama|Romance|War,1956.0,"['Drama', 'Romance', 'War']",,,,movielens,4.0,2.125,3.0685971577962237
